Day,Outlook,Temperature,Humidity,Wind,Play
D15,Rainy,Mild,Normal,Weak,Yes
D16,Sunny,Mild,Normal,Weak,Yes
D17,Overcast,Cool,Normal,Weak,Yes
D18,Overcast,Mild,High,Weak,Yes
D19,Overcast,Mild,Normal,Strong,Yes
D20,None,Cool,Normal,Weak,Yes
D21,Overcast,Cool,High,Weak,Yes
D22,Overcast,Mild,Normal,Weak,Yes
D23,Sunny,Cool,Normal,Weak,Yes
D24,Overcast,Cool,Normal,Weak,Yes
D25,Overcast,Mild,Normal,Weak,Yes
D26,Overcast,None,Normal,Weak,Yes
D27,Overcast,Mild,Normal,Strong,Yes
D28,Sunny,Mild,Normal,Strong,No
D1,Sunny,Mild,Normal,Weak,Yes
D2,Rainy,Mild,Normal,Weak,Yes
D3,Overcast,Mild,Normal,Weak,Yes
D4,Sunny,Cool,Normal,Weak,Yes
D5,Rainy,Mild,Normal,Weak,No
D6,Sunny,Cool,High,Weak,Yes
D7,Overcast,Cool,Normal,Weak,Yes
D8,Rainy,Cool,High,Weak,No
D9,None,Hot,None,Weak,No
D10,Overcast,Mild,Normal,None,Yes
D11,Overcast,Cool,High,Weak,Yes
D12,Overcast,Cool,High,Strong,Yes
D13,Sunny,Cool,Normal,Strong,Yes
D14,Overcast,Cool,Normal,Strong,Yes
D15,Rainy,Mild,High,Strong,No
D16,Overcast,Cool,Normal,Weak,Yes
D17,Overcast,Mild,Normal,Weak,Yes
D18,Rainy,Mild,Normal,Weak,Yes
D19,Sunny,None,Normal,Strong,No
D20,Rainy,Mild,Normal,Weak,Yes
D21,Rainy,Cool,None,Weak,No
D22,Sunny,Hot,Normal,Weak,Yes
D23,None,None,Normal,Weak,No
D24,Rainy,Mild,High,Strong,No
D25,Overcast,Cool,High,Strong,Yes
D26,Overcast,Cool,High,Strong,Yes
D27,Rainy,Hot,High,Weak,No
D28,Sunny,Mild,High,Strong,No
D29,Sunny,Hot,Normal,Weak,Yes
D30,Rainy,Hot,Normal,Strong,No
D31,Overcast,Mild,Normal,Weak,Yes
D1,Overcast,Hot,Normal,Weak,Yes
D2,Overcast,Mild,High,Weak,Yes
D3,Overcast,Cool,High,Weak,Yes
D4,Sunny,Hot,Normal,Strong,No
D5,Overcast,Hot,High,Strong,No
D6,Sunny,Cool,Normal,Strong,Yes
D7,Sunny,Cool,Normal,Weak,Yes
D8,Overcast,Hot,High,Weak,Yes
D9,Overcast,Cool,High,Weak,Yes
D10,Overcast,Hot,High,Weak,Yes
D11,Sunny,Cool,High,Weak,Yes
D12,Sunny,Cool,Normal,Strong,Yes
D13,Overcast,Hot,High,Strong,No
D14,Sunny,Cool,Normal,Strong,Yes
D15,Overcast,Mild,Normal,Weak,Yes
D16,Sunny,None,Normal,Weak,Yes
D17,None,Mild,Normal,Strong,No
D18,Rainy,Hot,Normal,Weak,No
D19,Rainy,Cool,Normal,Weak,Yes
D20,Sunny,Cool,Normal,Weak,Yes
D21,Rainy,Cool,High,Weak,Yes
D22,Sunny,Hot,Normal,Weak,Yes
D23,Overcast,Cool,Normal,Weak,Yes
D24,Rainy,Cool,High,Weak,Yes
D25,Overcast,Mild,Normal,Weak,Yes
D26,Rainy,Cool,High,Weak,No
D27,Sunny,Cool,High,Weak,Yes
D28,Sunny,Mild,Normal,Strong,No
D29,None,Cool,Normal,Weak,Yes
D30,Sunny,Mild,Normal,Weak,Yes
D1,Sunny,Cool,Normal,Weak,Yes
D2,Overcast,Cool,Normal,Strong,Yes
D3,Sunny,Cool,High,Weak,Yes
D4,Overcast,Hot,Normal,Weak,Yes
D5,Sunny,Hot,Normal,Strong,No
D6,Rainy,Cool,Normal,Weak,Yes
D7,Overcast,Cool,High,Strong,Yes
D8,Rainy,Cool,None,Strong,No
D9,Rainy,Hot,Normal,Weak,No
D10,None,Cool,Normal,Weak,Yes
D11,Sunny,Hot,Normal,None,No
D12,Sunny,Hot,Normal,Weak,Yes
D13,Overcast,None,Normal,Weak,Yes
D14,Overcast,Cool,Normal,Weak,Yes
D15,Sunny,Mild,Normal,Weak,Yes
D16,Overcast,Mild,High,Weak,Yes
D17,Sunny,Hot,Normal,Weak,No
D18,Overcast,Cool,Normal,Strong,Yes
D19,Sunny,Hot,Normal,Weak,Yes
D20,Rainy,Cool,None,Weak,No
D21,Rainy,Hot,Normal,Weak,No
D22,Overcast,None,Normal,Weak,Yes
D23,Rainy,Cool,Normal,None,No
D24,Overcast,Hot,Normal,Weak,Yes
D25,Rainy,Mild,None,Strong,No
D26,Sunny,Mild,High,Weak,No
D27,Sunny,Cool,High,Strong,No
D28,Sunny,Hot,Normal,Weak,Yes
D29,Sunny,Cool,High,Weak,Yes
D30,Sunny,Mild,High,Weak,Yes
D31,Overcast,Cool,High,Weak,Yes
D1,Sunny,Cool,Normal,Weak,Yes
D2,None,Cool,Normal,Strong,No
D3,Overcast,Mild,Normal,Weak,Yes
D4,Overcast,Hot,High,Weak,Yes
D5,Overcast,Hot,High,Weak,Yes
D6,Overcast,Mild,Normal,Strong,Yes
D7,Rainy,Cool,Normal,Weak,Yes
D8,None,Cool,High,Weak,No
D9,None,Cool,Normal,Weak,Yes
D10,Sunny,Cool,None,Strong,Yes
D11,Overcast,None,Normal,Strong,Yes
D12,Sunny,Hot,Normal,Weak,Yes
D13,Rainy,Cool,Normal,Weak,Yes
D14,Sunny,Cool,Normal,Weak,Yes
D15,Rainy,Cool,Normal,Weak,Yes
D16,Rainy,None,Normal,Weak,No
D17,Rainy,Mild,Normal,Weak,Yes
D18,Sunny,Cool,Normal,Weak,Yes
D19,None,Hot,High,Weak,No
D20,Overcast,Mild,Normal,Weak,Yes
D21,Rainy,Mild,None,Strong,No
D22,Sunny,Mild,High,Weak,No
D23,Rainy,Hot,Normal,Strong,No
D24,Overcast,Hot,Normal,Weak,Yes
D25,Overcast,Mild,High,Weak,Yes
D26,None,None,Normal,Strong,No
D27,Sunny,Hot,Normal,Weak,No
D28,Rainy,Mild,Normal,Weak,No
D29,Sunny,Mild,Normal,Weak,Yes
D30,Sunny,Hot,High,Weak,No
D1,Overcast,Cool,Normal,Weak,Yes
D2,Overcast,Cool,Normal,None,Yes
D3,Sunny,Mild,Normal,Weak,Yes
D4,Overcast,Hot,None,Strong,No
D5,Sunny,Cool,Normal,Weak,Yes
D6,Overcast,Cool,High,Strong,Yes
D7,Sunny,Mild,Normal,Weak,Yes
D8,Rainy,Cool,Normal,Weak,Yes
D9,Rainy,Cool,High,Weak,Yes
D10,Overcast,Mild,Normal,Weak,Yes
D11,None,Mild,Normal,Weak,Yes
D12,Overcast,Hot,Normal,Strong,No
D13,None,Hot,Normal,Weak,No
D14,Sunny,Hot,High,None,No
D15,Overcast,Cool,High,Weak,Yes
D16,Sunny,None,Normal,Strong,No
D17,Overcast,None,Normal,Strong,No
D18,Overcast,Cool,High,Weak,Yes
D19,Sunny,Cool,Normal,None,Yes
D20,Overcast,Cool,Normal,Weak,Yes
D21,Sunny,Cool,Normal,Weak,Yes
D22,Rainy,Mild,Normal,Strong,No
D23,Sunny,Mild,High,Weak,Yes
D24,Rainy,Mild,High,Weak,No
D25,Rainy,Cool,Normal,Strong,No
D26,Rainy,Hot,High,Weak,No
D27,Overcast,Mild,Normal,Weak,Yes
D28,Rainy,Mild,Normal,Weak,Yes
D29,Rainy,Hot,High,Strong,No
D30,Rainy,None,Normal,Weak,No
D31,Rainy,Cool,High,Weak,No
D1,Overcast,Hot,Normal,Strong,No
D2,Overcast,Hot,Normal,Weak,Yes
D3,Sunny,Mild,Normal,Strong,Yes
D4,Overcast,Mild,Normal,Weak,Yes
D5,Overcast,Cool,Normal,Weak,Yes
D6,Sunny,Cool,Normal,Weak,Yes
D7,Overcast,Mild,Normal,None,Yes
D8,Rainy,Hot,Normal,Weak,No
D9,Overcast,Hot,High,Weak,No
D10,Sunny,Cool,Normal,None,Yes
D11,Overcast,Cool,High,None,Yes
D12,Rainy,Mild,High,Weak,No
D13,Overcast,Mild,Normal,Weak,Yes
D14,Overcast,Mild,Normal,Weak,Yes
D15,Sunny,Mild,Normal,Weak,Yes
D16,Sunny,Mild,Normal,Weak,Yes
D17,Overcast,Mild,Normal,Weak,Yes
D18,Rainy,Mild,High,Strong,No
D19,Rainy,Cool,High,Weak,No
D20,Rainy,Hot,High,Strong,No
D21,Sunny,Cool,High,Weak,Yes
D22,Overcast,Cool,Normal,Weak,Yes
D23,Sunny,Hot,Normal,Weak,No
D24,Rainy,Mild,Normal,Strong,No
D25,Overcast,Cool,Normal,None,Yes
D26,None,Mild,High,Weak,No
D27,Sunny,Hot,High,Strong,No
D28,Overcast,Cool,High,Strong,Yes
D29,Overcast,Cool,Normal,Strong,Yes
D30,Overcast,Hot,High,Weak,No
D31,Sunny,Cool,Normal,Strong,Yes
D1,Rainy,Cool,Normal,Weak,Yes
D2,Rainy,None,High,Weak,No
D3,Overcast,Cool,Normal,Weak,Yes
D4,Rainy,Hot,Normal,Strong,No
D5,Sunny,Mild,Normal,Strong,Yes
D6,Overcast,Mild,Normal,Weak,Yes
D7,Rainy,Mild,Normal,Strong,No
D8,Overcast,Cool,High,Weak,Yes
D9,Rainy,Mild,High,Strong,No
D10,Rainy,Mild,Normal,Weak,No
D11,Rainy,Mild,Normal,Strong,No
D12,Sunny,Hot,Normal,Strong,No
D13,Overcast,Cool,High,Weak,Yes
D14,Overcast,Hot,High,Weak,No
D15,Overcast,Mild,Normal,Weak,Yes
D16,Sunny,Mild,Normal,Strong,No
D17,Overcast,Mild,Normal,Weak,Yes
D18,Overcast,Hot,Normal,Weak,Yes
D19,Sunny,Cool,High,Strong,Yes
D20,Sunny,Hot,High,Strong,No
D21,Rainy,Cool,High,Strong,No
D22,Rainy,Cool,Normal,Weak,Yes
D23,Overcast,Cool,Normal,Weak,Yes
D24,Rainy,Cool,Normal,Strong,Yes
D25,Rainy,Mild,Normal,Strong,No
D26,Sunny,Cool,High,Weak,Yes
D27,Rainy,Hot,Normal,Weak,No
D28,Overcast,Hot,High,Strong,No
D29,Sunny,Hot,High,Weak,No
D30,Rainy,Mild,Normal,Weak,Yes
D1,Sunny,Hot,Normal,Weak,Yes
D2,Rainy,Cool,Normal,Strong,Yes
D3,Rainy,Mild,High,Strong,No
D4,Overcast,Mild,Normal,Weak,Yes
D5,None,Hot,Normal,Weak,No
D6,Overcast,Mild,Normal,Weak,Yes
D7,Rainy,Cool,High,Weak,Yes
D8,Sunny,Mild,Normal,Weak,Yes
D9,Sunny,Mild,Normal,Strong,No
D10,Overcast,Cool,Normal,Weak,Yes
D11,Rainy,Cool,Normal,Strong,Yes
D12,Overcast,Mild,Normal,Strong,Yes
D13,Overcast,Cool,Normal,Weak,Yes
D14,Sunny,None,High,Strong,No
D15,Overcast,Mild,Normal,Weak,Yes
D16,Sunny,Hot,Normal,Weak,Yes
D17,Overcast,Mild,Normal,Strong,Yes
D18,Rainy,Mild,Normal,Weak,No
D19,Rainy,Hot,High,Weak,No
D20,Overcast,Mild,Normal,Weak,Yes
D21,Sunny,Cool,Normal,Strong,Yes
D22,Sunny,Cool,High,Weak,Yes
D23,Overcast,Cool,High,Weak,Yes
D24,Sunny,Mild,Normal,Strong,Yes
D25,Rainy,Hot,High,Weak,No
D26,Sunny,Hot,Normal,Weak,Yes
D27,Overcast,Cool,Normal,Weak,Yes
D28,Rainy,Mild,Normal,Weak,Yes
D29,Overcast,Hot,High,None,No
D30,Sunny,Mild,Normal,Weak,Yes
D31,Rainy,Cool,Normal,None,Yes
D1,Sunny,Cool,Normal,Weak,Yes
D2,Sunny,Mild,Normal,Weak,Yes
D3,None,Cool,High,Strong,No
D4,Sunny,Hot,High,Weak,No
D5,Sunny,None,Normal,Weak,Yes
D6,Sunny,Hot,Normal,Weak,Yes
D7,Overcast,Hot,High,None,No
D8,Overcast,Cool,Normal,Weak,Yes
D9,Overcast,Cool,Normal,Strong,Yes
D10,Sunny,Cool,High,Weak,Yes
D11,None,Cool,High,Weak,No
D12,None,Hot,High,Weak,No
D13,Sunny,Cool,Normal,Weak,Yes
D14,Rainy,Hot,High,Weak,No
D15,Overcast,Hot,Normal,Strong,No
D16,Sunny,Mild,Normal,Weak,Yes
D17,Sunny,Mild,Normal,Weak,Yes
D18,Rainy,Hot,High,Weak,No
D19,Overcast,Cool,Normal,Strong,Yes
D20,Rainy,Mild,Normal,Strong,No
D21,Sunny,Cool,Normal,Weak,Yes
D22,Rainy,Mild,Normal,Weak,Yes
D23,Rainy,Cool,Normal,Strong,No
D24,Overcast,Mild,High,None,Yes
D25,Rainy,Cool,Normal,Strong,No
D26,Overcast,Cool,Normal,Strong,Yes
D27,Rainy,None,Normal,Weak,No
D28,Rainy,Cool,Normal,Strong,No
D29,Overcast,Cool,Normal,Weak,Yes
D30,Overcast,Cool,Normal,Strong,Yes
D1,Rainy,Mild,High,Weak,No
D2,Overcast,Mild,High,Strong,No
D3,Sunny,Cool,Normal,Weak,Yes
D4,None,Hot,Normal,Strong,No
D5,Overcast,Cool,High,Weak,Yes
D6,Overcast,Hot,Normal,Weak,Yes
D7,Overcast,Hot,None,Strong,No
D8,Rainy,Hot,High,None,No
D9,Overcast,Hot,Normal,Weak,Yes
D10,Sunny,Cool,High,Weak,Yes
D11,None,Mild,High,Weak,No
D12,Overcast,Cool,Normal,Strong,Yes
D13,Rainy,Mild,Normal,Weak,No
D14,Sunny,Cool,High,Weak,Yes
D15,Rainy,Cool,Normal,Weak,Yes
D16,Overcast,Cool,High,Weak,Yes
D17,Overcast,Mild,Normal,Weak,Yes
D18,Sunny,Cool,High,Weak,Yes
D19,Rainy,Mild,High,Weak,No
D20,Sunny,Mild,None,Weak,Yes
D21,Overcast,Cool,High,Strong,Yes
D22,None,Mild,Normal,Weak,No
D23,Rainy,Mild,High,Weak,No
D24,Overcast,Cool,None,Weak,Yes
D25,Sunny,Mild,High,Strong,No
D26,Overcast,Mild,Normal,Strong,Yes
D27,Sunny,Cool,High,Weak,Yes
D28,Rainy,Cool,High,Strong,No
D29,Rainy,Mild,Normal,Weak,No
D30,Sunny,Mild,Normal,Strong,No
D31,Sunny,Hot,High,Weak,No
D1,Overcast,Mild,High,Strong,No
D2,Overcast,Hot,Normal,Weak,Yes
D3,Overcast,Hot,Normal,Strong,Yes
D4,Overcast,Mild,Normal,Strong,Yes
D5,Sunny,Cool,High,None,Yes
D6,Sunny,Hot,High,None,No
D7,Rainy,Hot,High,Weak,No
D8,Overcast,Mild,Normal,Strong,Yes
D9,None,Mild,Normal,Weak,No
D10,Sunny,Cool,Normal,None,Yes
D11,Overcast,Hot,Normal,Weak,Yes
D12,Sunny,Mild,High,Strong,No
D13,Rainy,Cool,Normal,Weak,Yes
D14,Rainy,Cool,Normal,Strong,Yes
D15,Overcast,Mild,High,Strong,No
D16,Rainy,Cool,Normal,Weak,Yes
D17,Rainy,Cool,High,Weak,No
D18,Rainy,Mild,High,Weak,No
D19,Sunny,Mild,Normal,Weak,Yes
D20,Rainy,Cool,None,Strong,No
D21,Rainy,Hot,High,Weak,No
D22,None,Mild,Normal,Strong,No
D23,Overcast,Mild,Normal,Strong,Yes
D24,Sunny,Mild,Normal,Weak,Yes
D25,Overcast,Mild,Normal,Weak,Yes
D26,Rainy,Mild,Normal,Weak,Yes
D27,Overcast,Mild,Normal,Weak,Yes
D28,Overcast,None,High,Weak,Yes
D29,Overcast,Mild,Normal,Weak,Yes
D30,None,Cool,Normal,Weak,Yes
D31,Overcast,Cool,High,Weak,Yes
D1,Overcast,Cool,Normal,Weak,Yes
D2,Rainy,Hot,Normal,Weak,No
D3,Overcast,Cool,High,Weak,Yes
D4,None,None,Normal,Weak,No
D5,Sunny,None,High,Strong,No
D6,Rainy,Cool,Normal,Weak,Yes
D7,Sunny,Hot,High,Weak,No
D8,Sunny,Mild,Normal,Weak,Yes
D9,None,Mild,High,Strong,No
D10,Overcast,Cool,High,Strong,Yes
D11,Rainy,Mild,High,None,No
D12,Rainy,Hot,Normal,Strong,No
D13,Rainy,Mild,Normal,None,No
D14,Sunny,Mild,Normal,None,Yes
D15,Rainy,Mild,High,Weak,No
D16,Rainy,Mild,Normal,Weak,Yes
D17,Sunny,Mild,Normal,Weak,Yes
D18,Rainy,Hot,High,None,No
D19,Sunny,Hot,Normal,Strong,No
D20,Rainy,Cool,Normal,Weak,Yes
D21,Overcast,None,Normal,Weak,Yes
D22,Sunny,Mild,Normal,Weak,Yes
D23,Overcast,Hot,Normal,Weak,Yes
D24,Sunny,Hot,Normal,Weak,Yes
D25,Overcast,Cool,High,Weak,Yes
D26,Rainy,Hot,Normal,Weak,No
D27,None,Cool,Normal,Weak,Yes
D28,Sunny,Mild,Normal,Weak,Yes
D1,Rainy,Cool,Normal,Strong,Yes
D2,Rainy,Cool,Normal,Strong,Yes
D3,Sunny,Mild,High,Weak,No
D4,Sunny,Mild,High,Weak,No
D5,Rainy,Cool,High,Strong,No
D6,Sunny,Hot,Normal,Weak,No
D7,Rainy,Cool,Normal,Weak,Yes
D8,Sunny,Hot,Normal,Strong,No
D9,Sunny,Hot,Normal,Strong,No
D10,None,None,Normal,Strong,No
D11,None,Cool,High,Weak,Yes
D12,Overcast,Mild,Normal,Weak,Yes
D13,Overcast,Cool,Normal,Strong,Yes
D14,Overcast,Mild,Normal,Weak,Yes
D15,Overcast,Hot,Normal,Strong,Yes
D16,Sunny,Mild,Normal,Weak,Yes
D17,Rainy,Mild,Normal,Weak,Yes
D18,Sunny,Hot,Normal,Weak,Yes
D19,Sunny,Cool,High,Strong,No
D20,None,Mild,High,Weak,No
D21,Rainy,Cool,High,Strong,No
D22,Overcast,Mild,Normal,None,Yes
D23,Overcast,Mild,High,Weak,Yes
D24,Rainy,Cool,High,Weak,Yes
D25,Overcast,Hot,Normal,Weak,Yes
D26,Sunny,Cool,Normal,Weak,Yes
D27,Rainy,Cool,Normal,Weak,Yes
D28,Overcast,Mild,Normal,Weak,Yes
D29,Rainy,Mild,Normal,Weak,No
D30,None,Hot,Normal,Strong,No
D31,Sunny,Cool,Normal,Strong,Yes
D1,Rainy,Cool,High,Weak,Yes
D2,Sunny,Cool,Normal,Weak,Yes
D3,Overcast,Mild,Normal,Weak,Yes
D4,Overcast,Cool,Normal,Weak,Yes
D5,Overcast,Cool,High,Weak,Yes
D6,Sunny,Cool,High,Weak,Yes
D7,Overcast,Hot,Normal,Weak,Yes
D8,None,Cool,Normal,Weak,Yes
D9,Overcast,Mild,High,Weak,Yes
D10,Sunny,Hot,High,Weak,No
D11,Rainy,Mild,Normal,Weak,No
D12,Overcast,Hot,Normal,Weak,Yes
D13,Overcast,Cool,Normal,Strong,Yes
D14,Overcast,Hot,High,Weak,Yes
D15,Overcast,Cool,Normal,Strong,Yes
D16,Sunny,Mild,Normal,Weak,Yes
D17,Rainy,Hot,Normal,Strong,No
D18,Rainy,Cool,Normal,Strong,No
D19,Sunny,Mild,High,Weak,Yes
D20,Overcast,Cool,High,Strong,Yes
D21,Rainy,Cool,Normal,Weak,Yes
D22,Rainy,Mild,High,Weak,No
D23,Overcast,Mild,High,None,Yes
D24,Sunny,Hot,Normal,Strong,No
D25,Sunny,Mild,Normal,Weak,Yes
D26,Overcast,Mild,High,Weak,Yes
D27,Sunny,Mild,High,Weak,Yes
D28,Sunny,Cool,Normal,Weak,Yes
D29,Overcast,Mild,Normal,Strong,Yes
D30,Rainy,Cool,High,Strong,No
D1,Sunny,Mild,High,Weak,Yes
D2,Sunny,Hot,High,Weak,No
D3,Rainy,Cool,High,Strong,No
D4,Sunny,Mild,High,Weak,Yes
D5,Overcast,Cool,Normal,Strong,Yes
D6,Rainy,Hot,Normal,Weak,No
D7,Rainy,Cool,Normal,Strong,Yes
D8,Rainy,Hot,Normal,Strong,No
D9,Overcast,Mild,High,Weak,Yes
D10,Overcast,Mild,High,Weak,Yes
D11,Overcast,Mild,Normal,Weak,Yes
D12,Rainy,Cool,Normal,Strong,Yes
D13,None,Cool,High,Weak,Yes
D14,Sunny,Cool,Normal,Weak,Yes
D15,Overcast,Hot,Normal,Weak,Yes
D16,Rainy,Cool,Normal,Weak,Yes
D17,Overcast,Hot,High,Strong,No
D18,Rainy,Mild,High,Weak,No
D19,Rainy,Hot,Normal,Weak,No
D20,Rainy,Cool,Normal,Strong,Yes
D21,Overcast,Mild,Normal,Strong,Yes
D22,Sunny,Hot,High,Strong,No
D23,Rainy,Cool,Normal,Strong,Yes
D24,Sunny,Cool,High,Strong,Yes
D25,Overcast,Hot,Normal,Weak,Yes
D26,Sunny,Mild,Normal,Weak,Yes
D27,Overcast,Mild,Normal,None,Yes
D28,Overcast,Hot,High,Weak,Yes
D29,Overcast,Mild,Normal,Weak,Yes
D30,Rainy,Hot,High,Weak,No
D31,Sunny,Hot,Normal,Strong,No
D1,Rainy,Cool,Normal,Weak,Yes
D2,Overcast,Hot,Normal,Weak,Yes
D3,Overcast,Cool,Normal,Weak,Yes
D4,Rainy,Mild,Normal,Weak,No
D5,Rainy,None,High,Weak,No
D6,Sunny,Hot,High,Strong,No
D7,Sunny,Cool,Normal,Strong,Yes
D8,Overcast,Cool,Normal,Strong,Yes
D9,Overcast,Hot,Normal,Weak,Yes
D10,Rainy,Mild,Normal,Weak,No
D11,Rainy,Mild,High,Weak,No
D12,Overcast,Cool,Normal,Weak,Yes
D13,Overcast,Mild,Normal,Weak,Yes
D14,Overcast,Mild,High,Weak,Yes
D15,Rainy,None,Normal,Strong,No
D16,Overcast,Mild,Normal,Weak,Yes
D17,Sunny,Cool,Normal,Weak,Yes
D18,Rainy,Mild,High,Weak,No
D19,Sunny,Cool,Normal,Weak,Yes
D20,Overcast,Cool,High,Weak,Yes
D21,Sunny,Cool,Normal,Weak,Yes
D22,Rainy,Mild,Normal,Weak,Yes
D23,Sunny,Cool,Normal,Weak,Yes
D24,Rainy,Mild,Normal,Weak,Yes
D25,Sunny,Hot,High,Strong,No
D26,Sunny,Cool,None,Weak,Yes
D27,Sunny,Cool,High,Weak,Yes
D28,Overcast,Cool,Normal,Weak,Yes
D29,Overcast,Mild,Normal,Weak,Yes
D30,Rainy,Mild,Normal,Weak,Yes
D1,Overcast,Cool,Normal,Strong,Yes
D2,Rainy,Hot,Normal,Weak,No
D3,Rainy,Hot,Normal,Weak,No
D4,Rainy,Mild,Normal,Weak,Yes
D5,Overcast,Mild,Normal,Weak,Yes
D6,Overcast,Cool,High,Weak,Yes
D7,None,Mild,Normal,Weak,No
D8,Rainy,Hot,Normal,Strong,No
D9,Overcast,Cool,Normal,Weak,Yes
D10,Overcast,Mild,Normal,Strong,Yes
D11,Rainy,Cool,Normal,Weak,Yes
D12,Sunny,Hot,Normal,Weak,Yes
D13,Overcast,None,Normal,Weak,Yes
D14,Overcast,Hot,None,Weak,Yes
D15,Sunny,Cool,High,Weak,Yes
D16,Sunny,Mild,High,Strong,No
D17,Sunny,Cool,High,Weak,Yes
D18,Rainy,Cool,High,Weak,Yes
D19,Sunny,Cool,Normal,Strong,Yes
D20,Rainy,Cool,Normal,Weak,Yes
D21,Overcast,Cool,Normal,Weak,Yes
D22,Rainy,Cool,High,Strong,No
D23,Overcast,Mild,Normal,Weak,Yes
D24,Overcast,Cool,High,Weak,Yes
D25,Overcast,Cool,High,Weak,Yes
D26,Sunny,Mild,Normal,Weak,Yes
D27,Sunny,Cool,High,Weak,Yes
D28,Rainy,Mild,Normal,Strong,No
D29,Rainy,Cool,High,Strong,No
D30,Sunny,Cool,Normal,Weak,Yes
D31,Sunny,Mild,Normal,Strong,Yes
D1,Sunny,Cool,Normal,Weak,Yes
D2,Rainy,Cool,Normal,Weak,Yes
D3,Rainy,Mild,High,Weak,No
D4,Sunny,Mild,Normal,Weak,Yes
D5,Sunny,Mild,High,Strong,No
D6,Sunny,None,High,Strong,No
D7,Overcast,Mild,Normal,Weak,Yes
D8,Sunny,Mild,Normal,Weak,Yes
D9,Sunny,Cool,Normal,Weak,Yes
D10,Sunny,Hot,Normal,Weak,No
D11,Rainy,Hot,Normal,Weak,No
D12,Sunny,Cool,Normal,Weak,Yes
D13,Sunny,Mild,Normal,Strong,No
D14,Sunny,Cool,High,Weak,Yes
D15,Rainy,Cool,High,Weak,Yes
D16,Sunny,Mild,High,Weak,No
D17,Sunny,Hot,Normal,Strong,No
D18,Sunny,Mild,High,Weak,Yes
D19,Sunny,Cool,Normal,Weak,Yes
D20,Rainy,Cool,High,Strong,No
D21,Rainy,Hot,High,None,No
D22,None,Mild,Normal,None,No
D23,Overcast,Cool,High,Weak,Yes
D24,Overcast,Cool,High,Weak,Yes
D25,Overcast,Mild,High,Weak,Yes
D26,Rainy,Hot,High,Weak,No
D27,None,Mild,High,Strong,No
D28,Sunny,Cool,Normal,Weak,Yes
D29,Rainy,Mild,High,Weak,No
D30,Rainy,Mild,Normal,Strong,No
D31,Rainy,Cool,Normal,Weak,Yes
D1,Sunny,Hot,None,Strong,No
D2,Overcast,Hot,Normal,Weak,Yes
D3,Sunny,Mild,High,Strong,No
D4,Overcast,Cool,Normal,Weak,Yes
D5,Overcast,Mild,High,Weak,Yes
D6,Overcast,Cool,Normal,Weak,Yes
D7,Rainy,Hot,High,None,No
D8,Sunny,Mild,Normal,Strong,Yes
D9,Sunny,Mild,High,Weak,Yes
D10,Sunny,Cool,High,Weak,Yes
D11,Overcast,Mild,Normal,Strong,Yes
D12,Sunny,Mild,High,Weak,No
D13,Rainy,Hot,Normal,Weak,No
D14,Overcast,Cool,Normal,Weak,Yes
D15,Rainy,Hot,None,Strong,No
D16,Overcast,Mild,High,Weak,Yes
D17,Overcast,Hot,Normal,Strong,Yes
D18,Overcast,Cool,Normal,Weak,Yes
D19,Overcast,Mild,Normal,Weak,Yes
D20,Overcast,Cool,High,Strong,Yes
D21,None,Cool,Normal,Weak,Yes
D22,Rainy,Cool,High,Strong,No
D23,Overcast,Cool,Normal,Weak,Yes
D24,Rainy,Cool,High,Strong,No
D25,Rainy,Cool,Normal,Weak,Yes
D26,Rainy,Mild,Normal,None,No
D27,Sunny,Hot,Normal,None,No
D28,Sunny,Cool,High,Strong,Yes
D29,Rainy,Cool,Normal,None,Yes
D30,Sunny,Mild,High,Weak,No
D1,None,Mild,Normal,Weak,No
D2,Overcast,Cool,High,Weak,Yes
D3,Rainy,Mild,Normal,Weak,No
D4,Overcast,Hot,Normal,Weak,Yes
D5,Rainy,Hot,Normal,Weak,No
D6,Overcast,Cool,High,Weak,Yes
D7,Overcast,Cool,High,Weak,Yes
D8,Rainy,Mild,None,Weak,No
D9,None,Hot,High,Weak,No
D10,Rainy,Hot,Normal,Weak,No
D11,Sunny,Mild,High,Weak,No
D12,Rainy,Cool,Normal,Weak,Yes
D13,Sunny,Cool,High,Weak,Yes
D14,Sunny,Hot,Normal,Strong,No
D15,Sunny,Cool,Normal,Strong,Yes
D16,Overcast,None,Normal,Weak,Yes
D17,Rainy,Cool,High,Strong,No
D18,Sunny,Cool,Normal,Strong,Yes
D19,Rainy,Cool,Normal,Weak,Yes
D20,Rainy,Mild,High,Weak,No
D21,Sunny,Cool,Normal,Weak,Yes
D22,Sunny,Mild,High,Weak,Yes
D23,Rainy,Cool,Normal,Weak,Yes
D24,Rainy,Hot,High,Weak,No
D25,Overcast,Mild,Normal,Weak,Yes
D26,Overcast,Cool,Normal,Weak,Yes
D27,Rainy,Cool,Normal,Strong,No
D28,Rainy,Hot,High,Weak,No
D29,Overcast,Mild,Normal,Weak,Yes
D30,Sunny,Mild,Normal,Weak,Yes
D31,Rainy,Mild,Normal,Weak,Yes
D1,Rainy,Cool,Normal,Weak,Yes
D2,Rainy,None,Normal,Weak,No
D3,Overcast,None,Normal,Strong,Yes
D4,None,Hot,High,Strong,No
D5,Overcast,Cool,Normal,Strong,Yes
D6,Overcast,Cool,Normal,Strong,Yes
